datetime,Power,arrivalHour,isLowArrivalHour,dayOfWeek,monthOfYear,H-6,isoDay_std,isoDay_sum
2021-01-02 20:30:00-08:00,54.29997279068468,20,False,5,1,79.64353785123967,21.92530912561013,1583.1817633528324
2021-01-02 20:45:00-08:00,47.10807115648595,20,False,5,1,85.83965681534801,21.92530912561013,1583.1817633528324
2021-01-02 21:00:00-08:00,46.314542971682854,21,False,5,1,93.39700343170489,21.92530912561013,1583.1817633528324
2021-01-02 21:15:00-08:00,36.85726215753557,21,False,5,1,103.79912460100309,21.92530912561013,1583.1817633528324
2021-01-02 21:30:00-08:00,40.219141158443755,21,False,5,1,127.11793476303501,21.92530912561013,1583.1817633528324
2021-01-02 21:45:00-08:00,36.99539519287138,21,False,5,1,157.95463994663623,21.92530912561013,1583.1817633528324
2021-01-02 22:00:00-08:00,30.37107912006254,22,False,5,1,197.44793358351808,21.92530912561013,1583.1817633528324
2021-01-02 22:15:00-08:00,24.875322063317483,22,False,5,1,229.34130412488594,21.92530912561013,1583.1817633528324
2021-01-02 22:30:00-08:00,23.05790917722925,22,False,5,1,267.72807227381054,21.92530912561013,1583.1817633528324
2021-01-02 22:45:00-08:00,12.683389997985984,22,False,5,1,301.08927856637115,21.92530912561013,1583.1817633528324
2021-01-02 23:00:00-08:00,12.683389997985984,23,False,5,1,319.96407173718285,21.92530912561013,1583.1817633528324
2021-01-02 23:15:00-08:00,12.683389997985984,23,False,5,1,338.7442745561448,21.92530912561013,1583.1817633528324
2021-01-02 23:30:00-08:00,12.683389997985984,23,False,5,1,342.55891828425206,21.92530912561013,1583.1817633528324
2021-01-02 23:45:00-08:00,12.683389997985984,23,False,5,1,347.4141459400878,21.92530912561013,1583.1817633528324
2021-01-03 00:00:00-08:00,15.295817343402366,0,False,6,1,355.58709980023673,30.079511960179314,2123.702379052196
2021-01-03 00:15:00-08:00,11.374212367132024,0,False,6,1,363.77334873301265,30.079511960179314,2123.702379052196
2021-01-03 00:30:00-08:00,19.962014478622702,0,False,6,1,367.33406894957375,30.079511960179314,2123.702379052196
