powerkW,datetime,temp,dirRad,diffRad,wind,solarTime,cosZenith,monthOfYear,isDaylight,isoDay_std,isoDay_sum
69.056,2021-05-27 13:45:00-07:00,28.0,862.0,141.0,7.2,0.6666666666666666,0.9428800133372104,5,True,27.723714767011177,2135.6159992000003
67.712,2021-05-27 14:00:00-07:00,28.3,855.0,138.0,7.9,0.9166666666666666,0.933312292897124,5,True,27.723714767011177,2135.6159992000003
66.688,2021-05-27 14:15:00-07:00,28.6,843.0,136.0,8.7,1.1666666666666667,0.920735799171261,5,True,27.723714767011177,2135.6159992000003
65.152,2021-05-27 14:30:00-07:00,28.9,822.0,138.0,9.5,1.4166666666666667,0.9052046042919585,5,True,27.723714767011177,2135.6159992000003
63.424,2021-05-27 14:45:00-07:00,29.0,789.0,148.0,10.4,1.6666666666666667,0.8867854549448011,5,True,27.723714767011177,2135.6159992000003
61.248000000000005,2021-05-27 15:00:00-07:00,29.3,739.0,170.0,10.7,1.9166666666666667,0.865557490288247,5,True,27.723714767011177,2135.6159992000003
59.2,2021-05-27 15:15:00-07:00,29.5,685.0,193.0,10.9,2.1666666666666665,0.8416119081983862,5,True,27.723714767011177,2135.6159992000003
56.704,2021-05-27 15:30:00-07:00,29.6,636.0,208.0,11.0,2.4166666666666665,0.815051581709121,5,True,27.723714767011177,2135.6159992000003
53.888,2021-05-27 15:45:00-07:00,29.9,605.0,204.0,11.2,2.6666666666666665,0.7859906279276946,5,True,27.723714767011177,2135.6159992000003
51.007999999999996,2021-05-27 16:00:00-07:00,30.0,587.0,185.0,12.1,2.9166666666666665,0.7545539321854189,5,True,27.723714767011177,2135.6159992000003
47.808,2021-05-27 16:15:00-07:00,30.1,575.0,159.0,12.9,3.1666666666666665,0.720876630835075,5,True,27.723714767011177,2135.6159992000003
44.096000000000004,2021-05-27 16:30:00-07:00,30.2,554.0,138.0,13.9,3.4166666666666665,0.6851035569842218,5,True,27.723714767011177,2135.6159992000003
40.38399999999999,2021-05-27 16:45:00-07:00,30.4,520.0,127.0,14.6,3.6666666666666665,0.6473886547190157,5,True,27.723714767011177,2135.6159992000003
35.904,2021-05-27 17:00:00-07:00,30.5,478.0,122.0,14.6,3.9166666666666665,0.6078943693804718,5,True,27.723714767011177,2135.6159992000003
31.936000000000003,2021-05-27 17:15:00-07:00,30.5,431.0,120.0,14.0,4.166666666666667,0.5667910247211357,5,True,27.723714767011177,2135.6159992000003
24.703999999999997,2021-05-27 17:30:00-07:00,30.7,382.0,118.0,12.8,4.416666666666667,0.524256203377749,5,True,27.723714767011177,2135.6159992000003
13.1199996,2021-05-27 17:45:00-07:00,30.8,334.0,114.0,11.1,4.666666666666667,0.48047415729555465,5,True,27.723714767011177,2135.6159992000003
12.288,2021-05-27 18:00:00-07:00,30.8,288.0,109.0,8.3,4.916666666666667,0.4356352941064687,5,True,27.723714767011177,2135.6159992000003
13.312,2021-05-27 18:15:00-07:00,30.5,243.0,103.0,3.7,5.166666666666667,0.38993582428167295,5,True,27.723714767011177,2135.6159992000003
10.496,2021-05-27 18:30:00-07:00,30.1,195.0,97.0,5.5,5.416666666666667,0.3435777365323706,5,True,27.723714767011177,2135.6159992000003
4.4799999999999995,2021-05-27 18:45:00-07:00,29.7,148.0,90.0,11.9,5.666666666666667,0.2967694568600692,5,True,27.723714767011177,2135.6159992000003
