datetime,price,monthOfYear,Hour,dayOfWeek,difRes,difLoad,isoDay_std,priceDif1,priceRef
2021-12-05 12:00:00+01:00,218.0,12,12,6,0.043897459165154265,-0.09545267630731273,36.662514419866994,-19.919999999999987,237.92
2021-12-05 13:00:00+01:00,217.0,12,13,6,-0.044918330308529944,-0.0710026728805428,36.662514419866994,-5.0,222.0
2021-12-05 14:00:00+01:00,199.14,12,14,6,-0.2215290381125227,-0.06980330340620931,36.662514419866994,-19.590000000000003,218.73
2021-12-05 15:00:00+01:00,209.27,12,15,6,-0.42876588021778583,-0.06810705229250909,36.662514419866994,-0.7299999999999898,210.0
2021-12-05 16:00:00+01:00,229.07,12,16,6,-0.5463929219600726,-0.04891714070317319,36.662514419866994,7.069999999999993,222.0
2021-12-05 17:00:00+01:00,256.91,12,17,6,-0.6822822141560798,-0.02397025563703653,36.662514419866994,13.860000000000014,243.05
2021-12-05 18:00:00+01:00,253.79,12,18,6,-0.7844827586206896,-0.024964018915769996,36.662514419866994,50.78999999999999,203.0
2021-12-05 19:00:00+01:00,197.54,12,19,6,-0.8066016333938294,-0.02666027002947022,36.662514419866994,26.069999999999993,171.47
2021-12-05 20:00:00+01:00,200.0,12,20,6,-0.7259528130671506,-0.02112603659790282,36.662514419866994,10.580000000000013,189.42
2021-12-05 21:00:00+01:00,181.49,12,21,6,-0.6574410163339383,-0.011856623946268248,36.662514419866994,44.610000000000014,136.88
2021-12-05 22:00:00+01:00,191.98,12,22,6,-0.6568738656987296,-0.008498389418134467,36.662514419866994,62.109999999999985,129.87
2021-12-05 23:00:00+01:00,147.01,12,23,6,-0.6186479128856625,-0.021520115139469536,36.662514419866994,26.14999999999999,120.86
2021-12-06 00:00:00+01:00,196.78,12,0,0,-0.44283260164153465,-0.01704181501288564,50.36235842566999,109.39,87.39
2021-12-06 01:00:00+01:00,180.0,12,1,0,-0.4131831774511675,-0.013109088471450491,50.36235842566999,77.04,102.96
2021-12-06 02:00:00+01:00,182.75,12,2,0,-0.38175224279442643,-0.008014419997318596,50.36235842566999,73.01,109.74
2021-12-06 03:00:00+01:00,172.78,12,3,0,-0.33689635426608133,-0.0006703511150173546,50.36235842566999,63.22,109.56
2021-12-06 04:00:00+01:00,173.55,12,4,0,-0.2984666284914424,0.005452189068807818,50.36235842566999,63.46000000000001,110.09
2021-12-06 05:00:00+01:00,180.16,12,5,0,-0.2518928548705224,0.025130718467428384,50.36235842566999,67.39,112.77
2021-12-06 06:00:00+01:00,259.03,12,6,0,-0.18406820640071261,0.08167855919200345,50.36235842566999,78.92999999999998,180.1
2021-12-06 07:00:00+01:00,348.1,12,7,0,-0.11681618629509448,0.1569068509883955,50.36235842566999,137.10000000000002,211.0
2021-12-06 08:00:00+01:00,371.54,12,8,0,-0.06871540370299675,0.20211830952345483,50.36235842566999,171.54000000000002,200.0
2021-12-06 09:00:00+01:00,363.67,12,9,0,-0.03270344213272253,0.18585112246570037,50.36235842566999,163.57000000000002,200.1
2021-12-06 10:00:00+01:00,360.0,12,10,0,0.010307310555449513,0.16305918455511031,50.36235842566999,179.9,180.1
2021-12-06 11:00:00+01:00,353.01,12,11,0,0.10829038620601895,0.1365281770918679,50.36235842566999,118.00999999999999,235.0
2021-12-06 12:00:00+01:00,331.71,12,12,0,0.18196856906534326,0.1291096247523425,50.36235842566999,113.70999999999998,218.0
2021-12-06 13:00:00+01:00,315.13,12,13,0,0.25240185786091496,0.12067809739456867,50.36235842566999,98.13,217.0
2021-12-06 14:00:00+01:00,314.93,12,14,0,0.2938219762041102,0.13807743300213024,50.36235842566999,115.79000000000002,199.14
2021-12-06 15:00:00+01:00,281.5,12,15,0,0.32448940637526247,0.1482071831846147,50.36235842566999,72.22999999999999,209.27
2021-12-06 16:00:00+01:00,234.8,12,16,0,0.3729719412101546,0.15304860790418448,50.36235842566999,5.730000000000018,229.07
2021-12-06 17:00:00+01:00,300.0,12,17,0,0.4609022078004708,0.13056950051393584,50.36235842566999,43.089999999999975,256.91
2021-12-06 18:00:00+01:00,221.0,12,18,0,0.5509957370999554,0.1093119218221633,50.36235842566999,-32.78999999999999,253.79
2021-12-06 19:00:00+01:00,181.7,12,19,0,0.6043774257173761,0.10172950587674477,50.36235842566999,-15.840000000000003,197.54
2021-12-06 20:00:00+01:00,172.47,12,20,0,0.5896163389959916,0.0829894680391485,50.36235842566999,-27.53,200.0
2021-12-06 21:00:00+01:00,155.22,12,21,0,0.5742826239104155,0.07022300347092911,50.36235842566999,-26.27000000000001,181.49
